State,Year,Quarter,Pincodes,Transcation_Count,Transcation_Amount
andaman-&-nicobar-islands,2022,4,744301,33669,82466591.07632071
andhra-pradesh,2018,1,517501,110496,163487278.84449506
andhra-pradesh,2018,1,520001,96883,170605900.5466873
andhra-pradesh,2018,1,515001,92754,133522310.75704184
andhra-pradesh,2018,1,517507,88132,127450018.2101582
andhra-pradesh,2018,1,516001,84644,131194265.5243713
andhra-pradesh,2018,1,518502,82421,68040306.13881023
andhra-pradesh,2018,1,530016,81891,140880970.0990568
andhra-pradesh,2018,1,520010,69581,119009921.97401813
andhra-pradesh,2018,1,516360,68340,101612118.88480642
andhra-pradesh,2018,1,518501,68193,81006512.71677604
andhra-pradesh,2018,2,517501,165506,305629373.15863353
andhra-pradesh,2018,2,518502,140893,127814123.87394845
andhra-pradesh,2018,2,515001,129798,285924993.6163615
andhra-pradesh,2018,2,517507,127731,243405277.90481398
andhra-pradesh,2018,2,520001,123176,271911611.0495833
andhra-pradesh,2018,2,516001,114806,242175477.6115077
andhra-pradesh,2018,2,530016,111874,235770318.03054443
andhra-pradesh,2018,2,520010,100630,220730389.6490364
andhra-pradesh,2018,2,516360,96619,197068813.60447282
andhra-pradesh,2018,2,518501,93442,163942778.22947574
andhra-pradesh,2018,3,518502,1300146,709765829.9649723
andhra-pradesh,2018,3,533437,421968,240766495.05853492
andhra-pradesh,2018,3,518501,296154,291247918.8462258
andhra-pradesh,2018,3,517501,295403,466133618.6014985
andhra-pradesh,2018,3,515001,276595,438158383.2247275
andhra-pradesh,2018,3,530016,234494,380410223.19526947
andhra-pradesh,2018,3,517507,233347,386563858.6898683
andhra-pradesh,2018,3,516259,220165,109844218.671292
andhra-pradesh,2018,3,520011,213275,291805923.00111276
andhra-pradesh,2018,3,520001,206435,371140000.30740225
andhra-pradesh,2018,4,518502,441662,332201263.2829269
andhra-pradesh,2018,4,517501,423357,714887920.0334857
andhra-pradesh,2018,4,530016,367619,575982481.3389585
andhra-pradesh,2018,4,515001,355695,651952970.9302757
andhra-pradesh,2018,4,517507,318300,594747982.0458119
andhra-pradesh,2018,4,530003,277131,356075793.85855436
andhra-pradesh,2018,4,516001,269798,572252390.1920383
andhra-pradesh,2018,4,520010,250261,492229977.1570112
andhra-pradesh,2018,4,530017,248725,326891428.60271376
andhra-pradesh,2018,4,518501,248520,357423401.5571966
andhra-pradesh,2019,1,530001,950821,1529039457.6419592
andhra-pradesh,2019,1,517501,922416,1244725311.4573965
andhra-pradesh,2019,1,520001,814616,1462807205.627422
andhra-pradesh,2019,1,530016,684611,960022481.5524917
andhra-pradesh,2019,1,517507,671661,1009128524.8128469
andhra-pradesh,2019,1,515001,609682,1009938283.8464416
andhra-pradesh,2019,1,518502,545426,389782596.9665674
andhra-pradesh,2019,1,530003,527667,590799502.8850918
andhra-pradesh,2019,1,530017,472914,531596255.9349663
andhra-pradesh,2019,1,520010,460133,774931063.0289192
andhra-pradesh,2019,2,530001,2602865,5218795715.70141
andhra-pradesh,2019,2,520001,1828617,3823390190.0922346
andhra-pradesh,2019,2,517501,949187,1669949938.5076957
andhra-pradesh,2019,2,522001,839909,1759418775.980979
andhra-pradesh,2019,2,530016,793798,1257915825.5688605
andhra-pradesh,2019,2,517507,760335,1412863012.2407691
andhra-pradesh,2019,2,515001,567306,1282118916.2094193
andhra-pradesh,2019,2,530003,520142,718170914.395836
andhra-pradesh,2019,2,520010,490697,973983824.5472903
andhra-pradesh,2019,2,530017,480905,650710126.3382195
andhra-pradesh,2019,3,530001,2944756,6693257653.901131
andhra-pradesh,2019,3,520001,1905190,4414503365.699517
andhra-pradesh,2019,3,517501,1434209,2203932856.2972074
andhra-pradesh,2019,3,530016,1196020,1658162548.562835
andhra-pradesh,2019,3,517507,1060513,1854927351.7366562
andhra-pradesh,2019,3,522001,1003916,2216532548.7258
andhra-pradesh,2019,3,515001,868052,1667826831.8650486
andhra-pradesh,2019,3,530003,858005,970993081.1712441
andhra-pradesh,2019,3,530017,799271,911939243.0618924
andhra-pradesh,2019,3,530026,711726,1095056835.9858122
andhra-pradesh,2019,4,530001,4185063,9160387223.4497
andhra-pradesh,2019,4,520001,2544877,5933007156.535349
andhra-pradesh,2019,4,517501,1920211,3073084029.9256625
andhra-pradesh,2019,4,530016,1591033,2295184224.145106
andhra-pradesh,2019,4,530026,1438154,2509394595.5414515
andhra-pradesh,2019,4,517507,1406768,2478459132.7705936
andhra-pradesh,2019,4,522001,1324202,2927313967.683236
andhra-pradesh,2019,4,515001,1202983,2376869516.684207
andhra-pradesh,2019,4,530003,1131832,1339103327.887921
andhra-pradesh,2019,4,530017,1084796,1266927471.3317952
andhra-pradesh,2020,1,530026,6695271,15258657486.862274
andhra-pradesh,2020,1,517501,2196548,3731404465.729061
andhra-pradesh,2020,1,530016,1661816,2593325339.0472875
andhra-pradesh,2020,1,517507,1554974,2719620696.0325623
andhra-pradesh,2020,1,515001,1346804,2696427930.6755033
andhra-pradesh,2020,1,530003,1159480,1519955258.5314608
andhra-pradesh,2020,1,524002,1125194,2653339803.95633
andhra-pradesh,2020,1,530017,1104748,1412381495.9440272
andhra-pradesh,2020,1,520010,1098395,2059547223.1742206
andhra-pradesh,2020,1,522001,1058410,2575723775.0488396
andhra-pradesh,2020,2,530026,4994637,12817902607.017586
andhra-pradesh,2020,2,517501,1708935,3203679955.4885287
andhra-pradesh,2020,2,517507,1575118,2854711069.441047
andhra-pradesh,2020,2,524002,1553283,3993963025.6852684
andhra-pradesh,2020,2,530016,1067022,1893629834.0393307
andhra-pradesh,2020,2,516001,1066066,2616099329.3322473
andhra-pradesh,2020,2,515001,1026587,2447755903.073549
andhra-pradesh,2020,2,518002,979822,2015820866.3250332
andhra-pradesh,2020,2,522001,963666,2678051229.473872
andhra-pradesh,2020,2,520002,956641,2767045048.1995325
andhra-pradesh,2020,3,524002,5194663,13718743729.17845
andhra-pradesh,2020,3,530026,4159532,10383207817.795242
andhra-pradesh,2020,3,517501,2735691,5544720473.076229
andhra-pradesh,2020,3,516001,2534360,6637577271.358326
andhra-pradesh,2020,3,517507,2306174,4594510974.325968
andhra-pradesh,2020,3,520002,2238996,6543183825.055463
andhra-pradesh,2020,3,530016,1921871,3560898943.243418
andhra-pradesh,2020,3,515001,1669413,4116758527.095812
andhra-pradesh,2020,3,522001,1625687,4701116488.838855
andhra-pradesh,2020,3,518002,1514873,3352462441.2241564
andhra-pradesh,2020,4,524002,5029692,12810644736.250324
andhra-pradesh,2020,4,530026,4235146,9849636860.464972
andhra-pradesh,2020,4,517501,4125544,7866883789.381668
andhra-pradesh,2020,4,517507,3420778,6749696775.855953
andhra-pradesh,2020,4,516001,3119905,8005247952.077286
andhra-pradesh,2020,4,530016,2981818,5591062751.070802
andhra-pradesh,2020,4,515001,2821800,6442101736.915546
andhra-pradesh,2020,4,518002,2219953,4809927717.539759
andhra-pradesh,2020,4,520010,2170458,4679865894.241622
andhra-pradesh,2020,4,530017,2027751,3252434512.586547
andhra-pradesh,2021,1,524002,7269657,16698428355.239132
andhra-pradesh,2021,1,530026,5875319,13567044097.312927
andhra-pradesh,2021,1,517501,4354325,8224302893.470669
andhra-pradesh,2021,1,520002,3591058,9183853695.408499
andhra-pradesh,2021,1,517507,3378549,6593121540.981036
andhra-pradesh,2021,1,530016,3144495,5679150412.005564
andhra-pradesh,2021,1,516001,2941623,7434205012.068323
andhra-pradesh,2021,1,515001,2815993,6225481722.602297
andhra-pradesh,2021,1,522001,2584588,6753205746.899624
andhra-pradesh,2021,1,520010,2291676,4716738889.930448
andhra-pradesh,2021,2,524002,11023032,25519404146.52658
andhra-pradesh,2021,2,530026,7850540,19042845773.20165
andhra-pradesh,2021,2,520002,5441708,14948864290.86964
andhra-pradesh,2021,2,517501,4614209,9215678010.439575
andhra-pradesh,2021,2,517507,3834825,7940105016.380435
andhra-pradesh,2021,2,522001,3427039,9832657321.439524
andhra-pradesh,2021,2,515001,3052771,7213837063.020088
andhra-pradesh,2021,2,530016,2892664,5705916880.595729
andhra-pradesh,2021,2,516001,2613562,7256266063.657529
andhra-pradesh,2021,2,518002,2553688,5906664130.524334
andhra-pradesh,2021,3,524002,10701326,23300508690.71216
andhra-pradesh,2021,3,530026,9780096,22841763578.29273
andhra-pradesh,2021,3,517501,5982442,11419848822.233982
andhra-pradesh,2021,3,520002,5320101,14633600592.216694
andhra-pradesh,2021,3,517507,4866065,9768221617.56348
andhra-pradesh,2021,3,522001,4242875,11355623168.660927
andhra-pradesh,2021,3,530016,4177023,7797927714.306906
andhra-pradesh,2021,3,515001,4040160,8752025049.046715
andhra-pradesh,2021,3,516001,3370675,8720115499.341372
andhra-pradesh,2021,3,520010,3206301,6832329071.6628275
andhra-pradesh,2021,4,524002,14158439,30358274591.367683
andhra-pradesh,2021,4,530026,10216678,24428085477.49295
andhra-pradesh,2021,4,517501,7246667,13514835187.056923
andhra-pradesh,2021,4,517507,5790910,11415016234.059563
andhra-pradesh,2021,4,520002,5716025,15397268124.171196
andhra-pradesh,2021,4,530016,5252680,9484946022.822403
andhra-pradesh,2021,4,522001,4989759,13298088500.28115
andhra-pradesh,2021,4,515001,4892740,10235401678.208153
andhra-pradesh,2021,4,520010,4198904,8551737728.052567
andhra-pradesh,2021,4,516001,4058071,10324818012.146276
andhra-pradesh,2022,1,524002,16133298,35123754551.39544
andhra-pradesh,2022,1,530026,10293117,25355928765.674084
andhra-pradesh,2022,1,517501,8062447,14807178133.005922
andhra-pradesh,2022,1,517507,6660899,12913687866.526722
andhra-pradesh,2022,1,520002,6254668,16297042494.467913
andhra-pradesh,2022,1,522001,5691035,15226428277.57111
andhra-pradesh,2022,1,515001,5585462,11393585212.479506
andhra-pradesh,2022,1,530016,5554647,9991176892.061853
andhra-pradesh,2022,1,516001,4513789,11365056779.562836
andhra-pradesh,2022,1,520010,4492155,9108501441.854177
andhra-pradesh,2022,2,524002,18822839,40556750377.6809
andhra-pradesh,2022,2,530026,12256092,29600523030.089485
andhra-pradesh,2022,2,517501,9320394,17071503296.033054
andhra-pradesh,2022,2,517507,7667416,14863715364.820652
andhra-pradesh,2022,2,520002,7584902,19447767871.79056
andhra-pradesh,2022,2,530016,6470271,11522114399.303429
andhra-pradesh,2022,2,515001,6291639,12847256630.386038
andhra-pradesh,2022,2,522001,6073875,16041957319.95133
andhra-pradesh,2022,2,520010,5301338,10747157085.983915
andhra-pradesh,2022,2,516001,4927880,12452111307.590088
andhra-pradesh,2022,3,530026,10427710,24452749355.343765
andhra-pradesh,2022,3,517501,9028550,16685152652.27945
andhra-pradesh,2022,3,517507,7638906,14893051968.861427
andhra-pradesh,2022,3,524002,6897466,17798259711.658493
andhra-pradesh,2022,3,522001,6608575,14799455202.072798
andhra-pradesh,2022,3,520002,6370783,17359205738.798397
andhra-pradesh,2022,3,530016,6352195,11280121649.92772
andhra-pradesh,2022,3,515001,6120942,12350133591.116642
andhra-pradesh,2022,3,520010,5372903,10801020194.878735
andhra-pradesh,2022,3,516001,5350632,13517253500.100548
andhra-pradesh,2022,4,530026,10249750,23326515677.88234
andhra-pradesh,2022,4,517501,9601016,17160601029.470804
andhra-pradesh,2022,4,517507,8255182,15452889827.310287
andhra-pradesh,2022,4,530016,6770365,11575693176.866528
andhra-pradesh,2022,4,515001,6566772,12647557281.819908
andhra-pradesh,2022,4,522001,6419773,13879436431.018642
andhra-pradesh,2022,4,520010,5887349,11108836639.890686
andhra-pradesh,2022,4,518002,5810257,12488419884.161985
andhra-pradesh,2022,4,520002,5685286,14883019280.330643
andhra-pradesh,2022,4,516001,5545373,13027211098.677938
arunachal-pradesh,2018,1,791110,4253,8605127.65004581
arunachal-pradesh,2018,1,791111,4207,9841038.918801479
arunachal-pradesh,2018,1,791102,3286,5671981.37541513
arunachal-pradesh,2018,1,790116,2704,4457038.562331891
arunachal-pradesh,2018,1,790104,2114,4578762.301169472
arunachal-pradesh,2018,1,791109,2112,3137887.500695069
arunachal-pradesh,2018,1,792131,2097,3667031.7501450847
arunachal-pradesh,2018,1,791001,2041,5020173.997662732
arunachal-pradesh,2018,1,791113,1955,6492923.793813149
arunachal-pradesh,2018,1,792001,1865,2638135.148973316
arunachal-pradesh,2018,2,791110,7878,19894634.32236063
arunachal-pradesh,2018,2,791111,7239,20302894.32407169
arunachal-pradesh,2018,2,791102,6046,11116134.491696559
arunachal-pradesh,2018,2,790116,4689,11109804.760347228
arunachal-pradesh,2018,2,790104,4436,10757634.641186869
arunachal-pradesh,2018,2,792131,4342,9787595.363164986
arunachal-pradesh,2018,2,791113,4159,10355129.796387024
arunachal-pradesh,2018,2,792103,3885,10332844.690670341
arunachal-pradesh,2018,2,792102,3638,13733030.966675913
arunachal-pradesh,2018,2,791109,3486,8901023.6818946
arunachal-pradesh,2018,3,791110,13489,28577947.494984522
arunachal-pradesh,2018,3,791111,10508,33766761.060124576
arunachal-pradesh,2018,3,791102,9777,18868814.474471845
arunachal-pradesh,2018,3,791109,8636,14623073.028337255
arunachal-pradesh,2018,3,790116,6870,19935455.777625345
arunachal-pradesh,2018,3,792103,6672,16204421.801473193
arunachal-pradesh,2018,3,790104,6434,18213474.582743015
arunachal-pradesh,2018,3,792001,6307,16330131.581704907
arunachal-pradesh,2018,3,791113,6191,14657152.42532165
arunachal-pradesh,2018,3,792102,5120,16131802.077896373
arunachal-pradesh,2018,4,791110,18305,50770919.03443284
arunachal-pradesh,2018,4,791111,14891,50578761.54109968
arunachal-pradesh,2018,4,791102,11990,28553763.558065224
arunachal-pradesh,2018,4,790116,10791,42561249.91245334
arunachal-pradesh,2018,4,792103,8743,23841863.530102827
arunachal-pradesh,2018,4,790104,8727,28710303.165459957
arunachal-pradesh,2018,4,791113,8156,19785304.795617044
arunachal-pradesh,2018,4,791109,7660,17851253.026180793
arunachal-pradesh,2018,4,792001,7520,18988989.141452394
arunachal-pradesh,2018,4,792102,6597,21188725.096378893
arunachal-pradesh,2019,1,791110,21769,56305175.15742187
arunachal-pradesh,2019,1,791111,18706,57464660.98623066
arunachal-pradesh,2019,1,791102,14504,35128890.140528455
arunachal-pradesh,2019,1,790116,13724,44410163.52148189
arunachal-pradesh,2019,1,791109,11691,24669479.821121186
arunachal-pradesh,2019,1,791113,10893,28900698.04714023
arunachal-pradesh,2019,1,790104,10231,29899156.53443486
arunachal-pradesh,2019,1,792103,10190,28841570.71793741
arunachal-pradesh,2019,1,792001,9575,24797020.736688815
arunachal-pradesh,2019,1,790101,9149,26500818.398213305
arunachal-pradesh,2019,2,791110,28827,80501052.65730712
arunachal-pradesh,2019,2,791111,24040,77741634.13628484
arunachal-pradesh,2019,2,791102,14906,38658949.40199398
arunachal-pradesh,2019,2,790116,13929,48120977.088281885
