State,Year,Quarter,Transaction_Type,Transaction_Count,Transaction_Amount
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Others,5333,3782868.8861592514
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Peer-to-peer payments,843550,2512913026.4279447
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Merchant payments,802899,430487473.930562
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Recharge & bill payments,471136,208762964.0120024
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Financial Services,1826,1763792.6506419359
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Others,5672,3741204.3977531465
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Merchant payments,1312241,706774071.9381688
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Peer-to-peer payments,1262732,3339347400.0643554
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Recharge & bill payments,544322,253199754.8745275
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Financial Services,2065,2252116.636459231
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Others,8110,4365759.277996017
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Merchant payments,2013673,1058989463.1650428
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Peer-to-peer payments,1577168,4202291071.7106133
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Recharge & bill payments,551618,294991582.16815025
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Financial Services,2909,3159306.4175118254
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Others,11717,6407962.869342193
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Merchant payments,2507246,1227972829.6970267
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Peer-to-peer payments,1745454,4674787017.541661
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Recharge & bill payments,538134,326296370.82357025
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Financial Services,2574,2661345.5534556974
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Others,9395,5330803.646676767
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Merchant payments,3346697,1536859131.3374817
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Peer-to-peer payments,1861799,5078832140.606572
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Recharge & bill payments,539562,372921225.4254243
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Financial Services,1849,2131607.7226029015
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Others,9864,4415675.718757721
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Merchant payments,3777156,1705567002.0586467
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Peer-to-peer payments,2086741,5382949597.510585
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Recharge & bill payments,592431,425206924.5270094
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Financial Services,2237,3194409.939898855
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Others,7056,3729425.46329771
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Merchant payments,4415771,1889046056.1988354
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Peer-to-peer payments,2215052,5737539058.403507
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Recharge & bill payments,548795,426040023.1105018
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Financial Services,2495,3169199.262533775
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Others,7472,3846409.1057498828
delhi,2018,1,Recharge & bill payments,3947297,1320559612.770412
delhi,2018,1,Peer-to-peer payments,2380820,9125685134.894358
delhi,2018,1,Merchant payments,339809,375393115.19131327
delhi,2018,1,Financial Services,136240,45588429.271575734
delhi,2018,1,Others,318588,344277514.7923026
delhi,2018,2,Recharge & bill payments,4511737,2078183615.8006349
delhi,2018,2,Peer-to-peer payments,3542716,14348179103.109837
delhi,2018,2,Merchant payments,837001,631597790.6002588
delhi,2018,2,Financial Services,205991,66584728.19594695
delhi,2018,2,Others,276278,321754664.4984691
delhi,2018,3,Peer-to-peer payments,8557153,22670122888.868217
delhi,2018,3,Recharge & bill payments,5305635,3261844270.537241
delhi,2018,3,Merchant payments,3808395,1048422633.7093576
delhi,2018,3,Financial Services,274526,45051151.35143036
delhi,2018,3,Others,601339,350405916.1523186
delhi,2018,4,Peer-to-peer payments,9973249,32389252494.75772
delhi,2018,4,Merchant payments,9958967,2738429838.939273
delhi,2018,4,Recharge & bill payments,7483633,3961160542.570066
delhi,2018,4,Financial Services,265004,58162003.43614492
delhi,2018,4,Others,1506866,575852739.0031943
delhi,2019,1,Peer-to-peer payments,20216287,48250023720.99173
delhi,2019,1,Merchant payments,13875931,3996618719.7994804
delhi,2019,1,Recharge & bill payments,10744978,5521320539.356212
delhi,2019,1,Financial Services,223095,30997039.697555833
delhi,2019,1,Others,1947036,670171769.6522964
delhi,2019,2,Merchant payments,20891431,6816878922.844399
delhi,2019,2,Peer-to-peer payments,20570311,65953571241.26435
delhi,2019,2,Recharge & bill payments,12869453,8035701902.391765
delhi,2019,2,Financial Services,137774,33985068.68378611
delhi,2019,2,Others,2702543,866678928.4439986
delhi,2019,3,Merchant payments,29453368,9857221391.940361
delhi,2019,3,Peer-to-peer payments,25201978,81904443496.29778
delhi,2019,3,Recharge & bill payments,11133404,10406524192.884487
delhi,2019,3,Financial Services,92061,27952186.986432005
delhi,2019,3,Others,3657065,1000670778.3478061
delhi,2019,4,Peer-to-peer payments,33040093,105858524152.38443
delhi,2019,4,Merchant payments,32537378,12864577363.070576
delhi,2019,4,Recharge & bill payments,11609898,9500486080.98845
delhi,2019,4,Financial Services,57063,21512527.973989226
delhi,2019,4,Others,3500565,779367300.4732571
delhi,2020,1,Merchant payments,33951545,14470782771.054684
delhi,2020,1,Peer-to-peer payments,32410795,108987600006.3667
delhi,2020,1,Recharge & bill payments,12822919,9498791147.929193
delhi,2020,1,Financial Services,46529,39908838.24852887
delhi,2020,1,Others,2515816,619460878.9909673
delhi,2020,2,Peer-to-peer payments,27155938,86227124454.10175
delhi,2020,2,Merchant payments,24963931,12708327043.868336
delhi,2020,2,Recharge & bill payments,13568505,8699886044.040596
delhi,2020,2,Financial Services,64790,75405868.16164647
delhi,2020,2,Others,288854,162694793.15869594
delhi,2020,3,Peer-to-peer payments,41498638,140074023548.15637
delhi,2020,3,Merchant payments,40973792,21858176583.0589
delhi,2020,3,Recharge & bill payments,13448341,12883226305.336546
delhi,2020,3,Financial Services,85689,114341865.2645722
delhi,2020,3,Others,485401,234194502.8442282
delhi,2020,4,Merchant payments,54581166,31106554562.7951
delhi,2020,4,Peer-to-peer payments,49631928,171546055992.1488
delhi,2020,4,Recharge & bill payments,14862946,12921793576.576857
delhi,2020,4,Financial Services,114862,160007919.76894268
delhi,2020,4,Others,1349515,530676173.2537967
delhi,2021,1,Merchant payments,72615587,39861532639.012344
delhi,2021,1,Peer-to-peer payments,61957428,210823551741.40936
delhi,2021,1,Recharge & bill payments,21164274,15447408658.778738
delhi,2021,1,Financial Services,153039,203106852.42387855
delhi,2021,1,Others,1468676,592745151.8683048
delhi,2021,2,Merchant payments,75620295,42933366743.23575
delhi,2021,2,Peer-to-peer payments,68497718,223034955527.75317
delhi,2021,2,Recharge & bill payments,25026678,15310096462.746447
delhi,2021,2,Financial Services,158170,190019761.49741396
delhi,2021,2,Others,854403,472659189.30861247
delhi,2021,3,Merchant payments,115250887,64006915630.53262
delhi,2021,3,Peer-to-peer payments,93292876,298005532606.47
delhi,2021,3,Recharge & bill payments,28427032,20934734871.908962
delhi,2021,3,Financial Services,144460,220660990.22066334
delhi,2021,3,Others,1645353,690472449.1489255
delhi,2021,4,Merchant payments,149204611,88990516304.07437
delhi,2021,4,Peer-to-peer payments,112380292,376556972334.1598
delhi,2021,4,Recharge & bill payments,30127352,22290161823.248642
delhi,2021,4,Financial Services,199280,287950130.24921745
delhi,2021,4,Others,771824,569713470.6592032
delhi,2022,1,Merchant payments,174454937,98212381475.57239
delhi,2022,1,Peer-to-peer payments,125111881,415305045689.30945
delhi,2022,1,Recharge & bill payments,29435981,22482865572.904938
delhi,2022,1,Financial Services,195184,271039329.10874933
delhi,2022,1,Others,1801878,693588769.393249
delhi,2022,2,Merchant payments,233412802,121657706565.01256
delhi,2022,2,Peer-to-peer payments,143447534,480685895058.7076
delhi,2022,2,Recharge & bill payments,32971294,26876059610.022118
delhi,2022,2,Financial Services,160827,209425798.82013166
delhi,2022,2,Others,641727,426563425.65446466
delhi,2022,3,Merchant payments,276635347,134292748569.06271
delhi,2022,3,Peer-to-peer payments,160580425,509428627035.3385
delhi,2022,3,Recharge & bill payments,37572389,33177115465.46472
delhi,2022,3,Financial Services,195218,265479580.4156591
delhi,2022,3,Others,608782,448676465.8346823
delhi,2022,4,Merchant payments,305621913,153114813286.24423
delhi,2022,4,Peer-to-peer payments,171970100,559069397370.8649
delhi,2022,4,Recharge & bill payments,36775874,31954251758.09231
delhi,2022,4,Financial Services,228639,299454652.77800566
delhi,2022,4,Others,606931,477098950.59646183
goa,2018,1,Recharge & bill payments,85991,18273814.162708722
goa,2018,1,Peer-to-peer payments,59651,268175048.06992978
goa,2018,1,Merchant payments,7880,11036031.735657964
goa,2018,1,Financial Services,1191,520105.642400422
goa,2018,1,Others,6184,5851742.732386975
goa,2018,2,Recharge & bill payments,120943,30994284.17044104
goa,2018,2,Peer-to-peer payments,87878,419492232.52410376
goa,2018,2,Merchant payments,12456,20162855.70611957
goa,2018,2,Financial Services,1903,733429.427283199
goa,2018,2,Others,6395,7221023.530667527
goa,2018,3,Recharge & bill payments,158797,40314972.94208837
goa,2018,3,Peer-to-peer payments,150297,639468418.1317002
goa,2018,3,Merchant payments,21587,26634198.178851012
goa,2018,3,Financial Services,1867,468171.36483984883
goa,2018,3,Others,6963,6281208.620754639
goa,2018,4,Peer-to-peer payments,246426,1021902315.4426756
goa,2018,4,Recharge & bill payments,212122,54832855.89468471
goa,2018,4,Merchant payments,45586,66666113.92145965
goa,2018,4,Financial Services,2523,723599.2328183289
goa,2018,4,Others,8098,8880194.430766659
goa,2019,1,Peer-to-peer payments,378848,1310759847.8146646
goa,2019,1,Recharge & bill payments,275277,78212835.0406034
goa,2019,1,Merchant payments,74527,75946974.41483101
goa,2019,1,Financial Services,2013,499592.0966860995
goa,2019,1,Others,8147,9904147.90979165
goa,2019,2,Peer-to-peer payments,373759,1391933790.7547765
goa,2019,2,Recharge & bill payments,278060,93218689.41694948
goa,2019,2,Merchant payments,104592,92873008.6474504
goa,2019,2,Financial Services,1211,515859.8076807977
goa,2019,2,Others,10819,13325754.760758925
goa,2019,3,Peer-to-peer payments,475178,1704668027.0159788
goa,2019,3,Recharge & bill payments,453806,157952854.9501171
goa,2019,3,Merchant payments,150578,123948570.56857497
goa,2019,3,Financial Services,1510,1282344.8444824044
goa,2019,3,Others,11344,12515394.117688328
goa,2019,4,Peer-to-peer payments,698728,2484453030.31845
goa,2019,4,Recharge & bill payments,552421,205602115.14625147
goa,2019,4,Merchant payments,250893,218404664.8638511
goa,2019,4,Financial Services,1497,649712.8451498008
goa,2019,4,Others,11733,14350825.325765317
goa,2020,1,Peer-to-peer payments,817198,2851686768.653684
goa,2020,1,Recharge & bill payments,678079,244739382.20701858
goa,2020,1,Merchant payments,373110,298421548.1046571
goa,2020,1,Financial Services,1762,1816477.5692472362
goa,2020,1,Others,11088,13707055.389155574
goa,2020,2,Recharge & bill payments,758617,241196540.9379891
goa,2020,2,Peer-to-peer payments,493326,1766723888.2025127
goa,2020,2,Merchant payments,221358,168591711.94693565
goa,2020,2,Financial Services,3081,3328361.317987765
goa,2020,2,Others,5710,3775927.611346662
goa,2020,3,Peer-to-peer payments,759351,2723430713.3444066
goa,2020,3,Recharge & bill payments,696770,280187505.0339355
goa,2020,3,Merchant payments,446880,353193881.4783259
goa,2020,3,Financial Services,4985,6418950.466847964
goa,2020,3,Others,7545,5112530.621144422
goa,2020,4,Peer-to-peer payments,1550251,5407626413.043346
goa,2020,4,Merchant payments,1389834,1123844212.5171819
goa,2020,4,Recharge & bill payments,839199,345088772.3784919
goa,2020,4,Financial Services,7287,10386560.386677971
goa,2020,4,Others,14810,12846789.254236266
goa,2021,1,Peer-to-peer payments,2235456,7553384653.1682
goa,2021,1,Merchant payments,2195509,1768358976.7158575
goa,2021,1,Recharge & bill payments,880682,410604192.7268899
goa,2021,1,Financial Services,8138,12207778.148638733
goa,2021,1,Others,11764,12687278.26183929
goa,2021,2,Merchant payments,1869384,1411529033.6650195
goa,2021,2,Peer-to-peer payments,1866837,6195032351.177256
goa,2021,2,Recharge & bill payments,953219,383804809.3560881
goa,2021,2,Financial Services,8303,12371843.844825167
goa,2021,2,Others,12392,10115549.032816991
goa,2021,3,Merchant payments,2865625,2143135314.897931
goa,2021,3,Peer-to-peer payments,2560305,7871092673.137299
goa,2021,3,Recharge & bill payments,1017351,438838003.22982365
goa,2021,3,Financial Services,8337,12943224.07382146
goa,2021,3,Others,16145,12416377.597493527
goa,2021,4,Merchant payments,5474662,4384250602.937038
goa,2021,4,Peer-to-peer payments,4408822,13618351952.666094
goa,2021,4,Recharge & bill payments,1170180,585734312.4063727
goa,2021,4,Financial Services,11320,17101084.66037453
goa,2021,4,Others,23775,21819163.1997744
goa,2022,1,Merchant payments,6364271,4682000388.389215
goa,2022,1,Peer-to-peer payments,4640380,14449830641.555716
goa,2022,1,Recharge & bill payments,1177071,646403472.1135541
goa,2022,1,Financial Services,11677,17490493.19245399
goa,2022,1,Others,20699,20720407.595174044
goa,2022,2,Merchant payments,7812998,5736211013.6866455
goa,2022,2,Peer-to-peer payments,5097942,16372343177.228306
goa,2022,2,Recharge & bill payments,1279377,738765635.2807853
goa,2022,2,Financial Services,10666,13192736.02810038
goa,2022,2,Others,15071,12525197.296362752
goa,2022,3,Merchant payments,7595135,5112175255.359402
goa,2022,3,Peer-to-peer payments,4449008,13780955270.352726
goa,2022,3,Recharge & bill payments,1122869,657115143.5357426
goa,2022,3,Financial Services,9992,12650738.420843877
goa,2022,3,Others,11683,11368868.03761505
goa,2022,4,Merchant payments,10319138,6739205748.43176
goa,2022,4,Peer-to-peer payments,5652373,17421974714.962345
goa,2022,4,Recharge & bill payments,1195865,734121700.6400625
goa,2022,4,Financial Services,12147,15705663.126967767
goa,2022,4,Others,13151,13978544.178016864
gujarat,2018,1,Recharge & bill payments,3691952,878929080.9916563
gujarat,2018,1,Peer-to-peer payments,1738974,6318864759.888066
gujarat,2018,1,Merchant payments,145436,166036667.57089135
gujarat,2018,1,Financial Services,122117,27986679.009713165
gujarat,2018,1,Others,250296,186165067.5737218
gujarat,2018,2,Recharge & bill payments,4643367,1571880396.377953
gujarat,2018,2,Peer-to-peer payments,2483231,10009680530.386887
gujarat,2018,2,Merchant payments,275503,356984574.1205573
gujarat,2018,2,Financial Services,140704,38598263.22838031
gujarat,2018,2,Others,202928,185541007.527258
gujarat,2018,3,Peer-to-peer payments,5287200,15272745137.759302
gujarat,2018,3,Recharge & bill payments,5117168,1938041688.9678535
gujarat,2018,3,Merchant payments,573440,466209496.80151117
gujarat,2018,3,Financial Services,136468,24930605.607339725
gujarat,2018,3,Others,219873,164477497.1394802
gujarat,2018,4,Peer-to-peer payments,6488202,21207285184.780193
gujarat,2018,4,Recharge & bill payments,6138404,2297332323.0815277
gujarat,2018,4,Merchant payments,1656377,1088373316.0580251
gujarat,2018,4,Financial Services,133915,30699273.16507
gujarat,2018,4,Others,316405,207297005.69778407
gujarat,2019,1,Peer-to-peer payments,13465044,31231285551.308655
gujarat,2019,1,Recharge & bill payments,8595256,3104251732.6516943
gujarat,2019,1,Merchant payments,2493340,1296376125.1752787
gujarat,2019,1,Financial Services,114539,19581520.569400217
gujarat,2019,1,Others,323272,204585378.77191538
gujarat,2019,2,Peer-to-peer payments,12547493,41853661230.46585
gujarat,2019,2,Recharge & bill payments,10434449,4651874823.428602
gujarat,2019,2,Merchant payments,5486791,2526448415.3585706
gujarat,2019,2,Financial Services,70502,17349813.389733132
gujarat,2019,2,Others,442607,271280936.6247084
gujarat,2019,3,Peer-to-peer payments,14529353,49206585462.018684
gujarat,2019,3,Merchant payments,11788077,4211116461.2911887
gujarat,2019,3,Recharge & bill payments,11349625,5768100024.478059
gujarat,2019,3,Financial Services,78609,20507001.233050577
gujarat,2019,3,Others,482985,256386015.24681717
gujarat,2019,4,Peer-to-peer payments,19107911,64477452638.7778
gujarat,2019,4,Recharge & bill payments,12967713,6517891166.722656
gujarat,2019,4,Merchant payments,9964076,5480269119.720948
gujarat,2019,4,Financial Services,63498,20202767.26414788
gujarat,2019,4,Others,444434,194846362.42851496
gujarat,2020,1,Peer-to-peer payments,19068093,72393727235.07784
gujarat,2020,1,Recharge & bill payments,15648472,7197595156.690899
gujarat,2020,1,Merchant payments,12191478,7210758662.281933
gujarat,2020,1,Financial Services,50753,27460255.45966168
gujarat,2020,1,Others,367621,165535312.39278784
gujarat,2020,2,Recharge & bill payments,19971660,8322688556.990006
gujarat,2020,2,Peer-to-peer payments,17569398,64723140394.22913
gujarat,2020,2,Merchant payments,9645967,7196610931.561442
gujarat,2020,2,Financial Services,59617,53132341.305008195
gujarat,2020,2,Others,173543,92274135.40504411
gujarat,2020,3,Peer-to-peer payments,23130724,89142122337.25531
gujarat,2020,3,Merchant payments,18338969,12749796641.785404
gujarat,2020,3,Recharge & bill payments,17481357,9820654243.80882
gujarat,2020,3,Financial Services,92278,84723188.62104335
gujarat,2020,3,Others,246851,124456073.24163358
gujarat,2020,4,Peer-to-peer payments,29967258,116743230330.36209
gujarat,2020,4,Merchant payments,28430460,20844321156.652935
gujarat,2020,4,Recharge & bill payments,18943669,10441981826.080866
gujarat,2020,4,Financial Services,113371,120056733.8865249
gujarat,2020,4,Others,373789,243470065.45681778
gujarat,2021,1,Peer-to-peer payments,36427493,144818968373.02933
gujarat,2021,1,Merchant payments,35815382,26512643894.003174
gujarat,2021,1,Recharge & bill payments,22088838,11996115292.377842
gujarat,2021,1,Financial Services,126380,137612317.73580322
gujarat,2021,1,Others,316472,235440836.3042438
gujarat,2021,2,Merchant payments,42593432,33542305033.829506
gujarat,2021,2,Peer-to-peer payments,41642387,162483567902.30194
gujarat,2021,2,Recharge & bill payments,27127405,13750783181.944221
gujarat,2021,2,Financial Services,128647,136119996.7022825
gujarat,2021,2,Others,349525,249278437.33914098
gujarat,2021,3,Merchant payments,62934471,48197579736.51646
gujarat,2021,3,Peer-to-peer payments,56134212,208013326600.62402
gujarat,2021,3,Recharge & bill payments,29580901,15945997372.058683
gujarat,2021,3,Financial Services,125167,163304131.1436523
gujarat,2021,3,Others,473656,304418273.24545926
gujarat,2021,4,Merchant payments,84846502,68717933161.8696
gujarat,2021,4,Peer-to-peer payments,67301686,254338740726.63605
gujarat,2021,4,Recharge & bill payments,30072479,18739034341.66239
gujarat,2021,4,Financial Services,175393,209214620.7057898
gujarat,2021,4,Others,591265,377657202.7539646
gujarat,2022,1,Merchant payments,101648378,79563412221.78397
gujarat,2022,1,Peer-to-peer payments,77768758,292439274688.30835
gujarat,2022,1,Recharge & bill payments,30473298,20042066374.66357
gujarat,2022,1,Financial Services,160423,187077879.38466492
gujarat,2022,1,Others,496289,316261089.4073821
gujarat,2022,2,Merchant payments,131610193,95585623258.23604
gujarat,2022,2,Peer-to-peer payments,86423696,326945780476.59766
gujarat,2022,2,Recharge & bill payments,33424931,23844933238.40894
gujarat,2022,2,Financial Services,125180,142685436.4192669
gujarat,2022,2,Others,468796,278978567.1836352
gujarat,2022,3,Merchant payments,161264265,109018764232.99393
gujarat,2022,3,Peer-to-peer payments,103034790,359338045092.0105
gujarat,2022,3,Recharge & bill payments,38383683,28649040040.502144
gujarat,2022,3,Financial Services,152053,162173602.84596294
gujarat,2022,3,Others,404941,269479241.0969004
gujarat,2022,4,Merchant payments,186533503,125585214989.03009
gujarat,2022,4,Peer-to-peer payments,114868478,411053364214.2685
gujarat,2022,4,Recharge & bill payments,39167297,30789927498.953297
gujarat,2022,4,Financial Services,179101,194314203.00804448
gujarat,2022,4,Others,407639,295484431.2780074
haryana,2018,1,Recharge & bill payments,2368002,535578755.07945114
haryana,2018,1,Peer-to-peer payments,1607193,5814807510.68666
haryana,2018,1,Merchant payments,167816,173513595.3537558
haryana,2018,1,Financial Services,128636,27501068.014126316
haryana,2018,1,Others,209123,242110585.52640373
haryana,2018,2,Recharge & bill payments,3054284,984897276.651981
haryana,2018,2,Peer-to-peer payments,2388953,9745924809.851494
haryana,2018,2,Merchant payments,369916,334118261.45344114
haryana,2018,2,Financial Services,167570,38145882.44180386
haryana,2018,2,Others,170208,217328211.71769944
haryana,2018,3,Peer-to-peer payments,3753981,14429454356.345787
haryana,2018,3,Recharge & bill payments,3203386,1310467515.0605886
haryana,2018,3,Merchant payments,1003057,427387637.9335371
haryana,2018,3,Financial Services,100452,17323790.814170156
haryana,2018,3,Others,201148,190505707.47361812
haryana,2018,4,Peer-to-peer payments,5905032,22416919746.93868
haryana,2018,4,Recharge & bill payments,4116262,1671040703.7317612
haryana,2018,4,Merchant payments,2413446,1013407379.8963095
haryana,2018,4,Financial Services,120711,22252543.62175617
haryana,2018,4,Others,394732,267255642.26742023
haryana,2019,1,Peer-to-peer payments,12622225,30283578836.61907
haryana,2019,1,Recharge & bill payments,5576577,2202061874.5361757
haryana,2019,1,Merchant payments,3361995,1292375556.3150868
haryana,2019,1,Financial Services,101786,15201736.002431491
haryana,2019,1,Others,473192,258437718.15887585
haryana,2019,2,Peer-to-peer payments,10387562,37056084813.57578
haryana,2019,2,Recharge & bill payments,5902923,2838724048.0896106
haryana,2019,2,Merchant payments,5738283,2292901816.1432047
haryana,2019,2,Financial Services,57488,12080285.227121718
haryana,2019,2,Others,655560,301748850.1804938
haryana,2019,3,Peer-to-peer payments,11775288,43738290119.9285
haryana,2019,3,Merchant payments,9386779,3615636827.8118167
haryana,2019,3,Recharge & bill payments,8289987,4817098564.823641
haryana,2019,3,Financial Services,61503,16715100.880217994
haryana,2019,3,Others,829974,301378585.9978597
haryana,2019,4,Peer-to-peer payments,15729819,58242027266.14443
haryana,2019,4,Merchant payments,11615667,5253780278.236426
haryana,2019,4,Recharge & bill payments,9648003,5637358525.756194
haryana,2019,4,Financial Services,41688,13756049.144287623
haryana,2019,4,Others,790808,212797749.81994924
haryana,2020,1,Peer-to-peer payments,17728235,68367245528.07149
haryana,2020,1,Merchant payments,14327020,7075196609.224878
haryana,2020,1,Recharge & bill payments,11346112,6331682016.516322
haryana,2020,1,Financial Services,34488,25266730.1883267
haryana,2020,1,Others,600232,176823674.24305555
haryana,2020,2,Peer-to-peer payments,17334369,66645492690.67839
haryana,2020,2,Recharge & bill payments,12740328,6547618491.532405
haryana,2020,2,Merchant payments,11527654,7393393677.758501
haryana,2020,2,Financial Services,48759,49209527.29146181
haryana,2020,2,Others,129940,75550536.67993587
haryana,2020,3,Peer-to-peer payments,24123449,88796356487.11024
haryana,2020,3,Merchant payments,20845136,12141560866.982178
haryana,2020,3,Recharge & bill payments,12716319,8452802892.504496
haryana,2020,3,Financial Services,66457,80854296.9304013
haryana,2020,3,Others,186818,96375902.20346308
haryana,2020,4,Merchant payments,34063692,21382305452.06797
haryana,2020,4,Peer-to-peer payments,33920789,128613933346.85507
haryana,2020,4,Recharge & bill payments,14682896,9675471300.731653
haryana,2020,4,Financial Services,84881,103265693.75364488
haryana,2020,4,Others,419181,223528573.1334415
haryana,2021,1,Merchant payments,39363588,23389100227.155342
haryana,2021,1,Peer-to-peer payments,36764622,135970636784.61835
haryana,2021,1,Recharge & bill payments,13680353,9260346909.440674
haryana,2021,1,Financial Services,79784,99672809.99228218
haryana,2021,1,Others,364437,218544351.22172093
haryana,2021,2,Merchant payments,45335533,29119078263.957985
haryana,2021,2,Peer-to-peer payments,44086559,161073685336.6668
haryana,2021,2,Recharge & bill payments,15861047,9839496894.971409
haryana,2021,2,Financial Services,85821,97238136.09517692
haryana,2021,2,Others,311896,227855606.99266592
haryana,2021,3,Merchant payments,66885213,40190922826.60629
haryana,2021,3,Peer-to-peer payments,55929958,188548678300.5247
haryana,2021,3,Recharge & bill payments,17087955,11681457468.964512
haryana,2021,3,Financial Services,77496,116592181.46997279
haryana,2021,3,Others,479071,289441481.64370304
haryana,2021,4,Merchant payments,84993587,56325102920.50671
haryana,2021,4,Peer-to-peer payments,66548306,238638993818.09595
haryana,2021,4,Recharge & bill payments,17632752,13817258646.066364
haryana,2021,4,Financial Services,105050,151421306.61683068
haryana,2021,4,Others,407280,307822609.17479354
haryana,2022,1,Merchant payments,98346418,62565728158.2885
haryana,2022,1,Peer-to-peer payments,74499889,263547240999.68338
haryana,2022,1,Recharge & bill payments,18494827,14765350795.965681
haryana,2022,1,Financial Services,107240,146586164.62792295
haryana,2022,1,Others,540235,279136534.21161634
haryana,2022,2,Merchant payments,130033573,76926347115.76375
haryana,2022,2,Peer-to-peer payments,84219451,300504797205.2718
haryana,2022,2,Recharge & bill payments,20011709,17457331653.445232
haryana,2022,2,Financial Services,89805,120610061.5284536
haryana,2022,2,Others,345424,224949213.49711913
haryana,2022,3,Merchant payments,151278013,87063736519.87311
haryana,2022,3,Peer-to-peer payments,95071203,319374569105.9015
haryana,2022,3,Recharge & bill payments,22592966,21247984018.682095
haryana,2022,3,Financial Services,111032,144937203.2864578
haryana,2022,3,Others,308596,223267730.28330007
haryana,2022,4,Merchant payments,169685872,102918159834.12416
haryana,2022,4,Peer-to-peer payments,102993798,364514204185.1917
haryana,2022,4,Recharge & bill payments,23545059,22666085169.84729
haryana,2022,4,Financial Services,118488,152488074.9943577
haryana,2022,4,Others,305148,239722615.94605047
himachal-pradesh,2018,1,Recharge & bill payments,284371,49871175.82607427
himachal-pradesh,2018,1,Peer-to-peer payments,154572,546222027.4835303
himachal-pradesh,2018,1,Merchant payments,13241,13851230.83495245
himachal-pradesh,2018,1,Financial Services,8955,2040522.724771278
himachal-pradesh,2018,1,Others,20779,16752849.503009535
himachal-pradesh,2018,2,Recharge & bill payments,385642,83714322.414042
himachal-pradesh,2018,2,Peer-to-peer payments,243436,1043702964.1513071
himachal-pradesh,2018,2,Merchant payments,27851,31961300.882765952
himachal-pradesh,2018,2,Financial Services,11330,4108919.3075577794
himachal-pradesh,2018,2,Others,19436,19681794.59544668
himachal-pradesh,2018,3,Recharge & bill payments,457449,108456077.51862916
himachal-pradesh,2018,3,Peer-to-peer payments,362755,1596570994.985427
himachal-pradesh,2018,3,Merchant payments,40675,31168155.22193054
himachal-pradesh,2018,3,Financial Services,8182,1552275.0537747287
himachal-pradesh,2018,3,Others,17693,16293930.078267336
himachal-pradesh,2018,4,Recharge & bill payments,598325,143031082.4432017
himachal-pradesh,2018,4,Peer-to-peer payments,590518,2367228879.4462624
himachal-pradesh,2018,4,Merchant payments,86963,87575811.80014335
himachal-pradesh,2018,4,Financial Services,11834,2283052.790977265
himachal-pradesh,2018,4,Others,20243,21180141.658664487
himachal-pradesh,2019,1,Peer-to-peer payments,1178280,3066233587.9236507
himachal-pradesh,2019,1,Recharge & bill payments,844570,209521987.03977025
himachal-pradesh,2019,1,Merchant payments,115553,86624660.3112043
himachal-pradesh,2019,1,Financial Services,9585,1424229.9989233727
himachal-pradesh,2019,1,Others,20730,17676977.717503674
himachal-pradesh,2019,2,Peer-to-peer payments,1141873,4428007670.958708
himachal-pradesh,2019,2,Recharge & bill payments,1076793,279864579.97562265
himachal-pradesh,2019,2,Merchant payments,248517,141088575.8726466
himachal-pradesh,2019,2,Financial Services,5013,1453651.5352588107
himachal-pradesh,2019,2,Others,30110,25469495.268363245
himachal-pradesh,2019,3,Recharge & bill payments,1212659,327570066.9967147
